text,label
idk Oder community er kono jayga nei ekhane.,0
Tane kai samajh pade che? 😤,2
Avide karikal onnum venda.,0
Tui akdom pagol naki? 😭 #savage,2
lmao You're such a loser 😤,2
Apni community leke chale jao yahan se. 🔥 #fail,0
That was dumb af bro 🙄 👍,2
You're such a loser 😤 😎 #life,2
Cricket match mast tha! 😂,1
wtf Ei dhoroner lokera khub baje.,0
smh Had a great day today 😊 😭,1
sis Avi mentality waala loko kharab che. 😤,0
lol Tor matha thik ache? 🔥,2
Majja avi gayi yaar 😍 💯 #toxic,1
Un community ku inga edam illa. 🙄 #fail,0
idk Eda thettu parayanam!,2
A loko to desh ma j nahi joie.  #savage,0
bro Inko coffee tho chill 😎 🙄,1
bruh Pichhodu la undev 😠 🙄,2
Oru vattam koodi kandupidikkanam ivide. 😠 😂 #toxic,0
Ki faltu gatha korchis re! 😎,2
wtf Tui akdom pagol naki?  #toxic,2
Nee onnum ariyilla alle 😑 💯,2
Nalla rasam undayirunnu. 👎 #fail,1
bro People like you are the worst. Disgusting.,0
What a game! Loved it 🔥 😭,1
"Get out of here, nobody wants your kind. 🙄",0
omg Bakwaas band kar idiot! 🔥 #toxic,2
sis Ane ena jivata hoy to problem che.,0
bruh Bakwaas band kar idiot! 👎,2
lol Friends tho hangout super ga undhi.,1
Oder dekhe ekhane ashte ichhe kore na. 🔥,0
lol Innu college nannayirunnu 😄 🔥,1
idk Can't believe u said that. Idiot! 💯 #life,2
Ei dhoroner lokera khub baje. 😭,0
Avi mentality waala loko kharab che. 👍 #life,0
bro A loko to desh ma j nahi joie.,0
lol Facebook e ekta nice post dekhlam.,1
smh A loko to desh ma j nahi joie.,0
Friends tho hangout super ga undhi. 😡 #funny,1
Majja avi gayi yaar 😍 🙄,1
Loosu madhiri pesatha! 😭,2
sis Nee onnum ariyilla alle 😑,2
sis Bakwaas band kar idiot! 💯 #toxic,2
idk Ninna movie chala bagundhi. 👍,1
Can't believe u said that. Idiot!  #funny,2
wtf Avarude samuham mosham aanallo. 😭 #funny,0
omg Avarude samuham mosham aanallo. 💯,0
Faltu ma na bol ne!,2
Doston ke saath masti kar raha hu! 😎,1
omg Avi mentality waala loko kharab che. 👍,0
Innu college nannayirunnu 😄,1
smh Oder community er kono jayga nei ekhane.  #funny,0
Nee onnum ariyilla alle 😑,2
smh Edo matladtunnadu pakkalo 😒 😡 #toxic,2
wtf Avanga varatha thadunga. Bad influence. 😤,0
bruh Vallaki place ledu ikkada. 😭,0
smh Facebook e ekta nice post dekhlam.,1
Tor matha thik ache?,2
smh Majja avi gayi yaar 😍,1
wtf Tor matha thik ache?  #life,2
lmao Avide karikal onnum venda.,0
Bakwaas band kar idiot!,2
Avide karikal onnum venda.,0
bro Ajke raat bhalo lagche 😌 😎,1
lol What a game! Loved it 🔥,1
idk College ni picnic best hati. 👍,1
bruh Had a great day today 😊 🙄,1
idk Tor matha thik ache?,2
Bakwaas band kar idiot!,2
This community should be banned! 🙄 #savage,0
Friends tho hangout super ga undhi.,1
wtf Vallaki place ledu ikkada.  #lol,0
wtf Avanga varatha thadunga. Bad influence. 😤,0
sis Tari vaat samdi ne hasi avi gayi 🤣,2
bruh Tane kai samajh pade che? 😤 😎 #lol,2
"Get out of here, nobody wants your kind. 👍",0
sis Nee onnum ariyilla alle 😑,2
lol Poyi valarnnu vaa da! 😒,2
"Avanga ellarum same thaan, useless. 😡 #lol",0
Enna da pannra? Waste fellow!,2
"Get out of here, nobody wants your kind. 💯",0
lol Oder community er kono jayga nei ekhane.  #mood,0
bro Oder community er kono jayga nei ekhane. 🙄,0
Dost sathe garba karela 🎉 😡 #life,1
Kya faltu baatein kar raha hai 😑,2
lol Faltu ma na bol ne! 🙄,2
smh College ni picnic best hati. 🔥,1
Oru vattam koodi kandupidikkanam ivide. 😠  #lol,0
lmao Poyi valarnnu vaa da! 😒 👍 #funny,2
lol Tari vaat samdi ne hasi avi gayi 🤣 😤,2
Vallaki place ledu ikkada. 🙄,0
wtf Pichhodu la undev 😠 😂,2
omg Tui akdom pagol naki? 😎,2
Un community ku inga edam illa. 😡,0
Inka hona hi problem hai.,0
lmao Ane ena jivata hoy to problem che.,0
bruh Tui akdom pagol naki?,2
idk Ajke raat bhalo lagche 😌 🙄,1
Innu college nannayirunnu 😄 😎,1
Cafe il poyi chaya kudichu ☕ 👎,1
bro People like you are the worst. Disgusting. 🙄,0
"Avanga ellarum same thaan, useless.  #life",0
bro Faltu ma na bol ne! 😂,2
Inka hona hi problem hai. 👍,0
Ki faltu gatha korchis re!,2
lol Nee brain unda? 👎 #fail,2
"Avanga ellarum same thaan, useless.  #lol",0
Inka hona hi problem hai.  #fail,0
bro Tari vaat samdi ne hasi avi gayi 🤣  #life,2
People like you are the worst. Disgusting. 🔥,0
Can't believe u said that. Idiot! 👍 #life,2
lmao Inka hona hi problem hai.,0
Loosu madhiri pesatha! 🔥,2
bro Apni community leke chale jao yahan se. 👎 #funny,0
smh Doston ke saath masti kar raha hu! 👍,1
sis Ninna movie chala bagundhi.,1
bruh Oder community er kono jayga nei ekhane. 😎,0
Nalla rasam undayirunnu. 👍 #toxic,1
Doston ke saath masti kar raha hu! 😡,1
sis Inka hona hi problem hai.,0
Un community ku inga edam illa.,0
omg Enna da pannra? Waste fellow! 😎,2
Dost sathe garba karela 🎉 🔥,1
Loosu madhiri pesatha!  #lol,2
bro Cinemata darun chhilo!  #fail,1
Bakwaas band kar idiot!,2
Eda thettu parayanam!,2
Eda thettu parayanam! 😂 #mood,2
wtf Apni community leke chale jao yahan se. 😎,0
smh Tane kai samajh pade che? 😤  #lol,2
idk Had a great day today 😊 🙄,1
bruh Aaj mausam suhana hai 😍 😭,1
Friends tho hangout super ga undhi.,1
lol Edo matladtunnadu pakkalo 😒  #lol,2
bro A community tho matladadam waste. 🔥,0
smh Avi mentality waala loko kharab che.,0
Un community ku inga edam illa.,0
Oder community er kono jayga nei ekhane. 👍,0
smh Ane ena jivata hoy to problem che. 😡,0
Bakwaas band kar idiot!,2
bruh What a game! Loved it 🔥 😡,1
Ane ena jivata hoy to problem che. 🙄,0
Oder community er kono jayga nei ekhane.,0
A community tho matladadam waste. 😡,0
Bakwaas band kar idiot! 😎,2
Ei dhoroner lokera khub baje. 😎,0
lol Vallaki place ledu ikkada. 😡,0
bruh Ninna movie chala bagundhi. 😭,1
bruh Eda thettu parayanam! 😂,2
bruh Class la nalla fun pannom. 😡,1
wtf Tari vaat samdi ne hasi avi gayi 🤣 👎 #toxic,2
smh Avarude samuham mosham aanallo. 😎,0
Bakwaas band kar idiot!,2
omg Inka hona hi problem hai. 😤,0
"idk Get out of here, nobody wants your kind. 👎",0
"Get out of here, nobody wants your kind. 💯",0
Nee romba irritating da 🤬 💯,2
wtf Kya faltu baatein kar raha hai 😑 🔥 #fail,2
Bakwaas band kar idiot!,2
Edo matladtunnadu pakkalo 😒 😤 #lol,2
lol Tui akdom pagol naki? 🙄 #life,2
"Get out of here, nobody wants your kind.",0
"Get out of here, nobody wants your kind. 😭",0
lol A loko to desh ma j nahi joie.  #fail,0
Tum jaise log desh ke liye threat ho.,0
A community tho matladadam waste. 🙄,0
"omg Avanga ellarum same thaan, useless. 😭",0
omg Avarude samuham mosham aanallo.,0
wtf Tane kai samajh pade che? 😤 😡 #toxic,2
idk You're such a loser 😤  #mood,2
Inka hona hi problem hai. 🙄,0
Avarude samuham mosham aanallo. 👍 #savage,0
What a game! Loved it 🔥  #toxic,1
bruh Ajke raat bhalo lagche 😌 😎 #toxic,1
smh Ninna movie chala bagundhi.,1
Can't believe u said that. Idiot! 🔥,2
Tane kai samajh pade che? 😤 😭,2
wtf Ki faltu gatha korchis re!,2
omg A community tho matladadam waste.,0
Oru vattam koodi kandupidikkanam ivide. 😠 💯,0
College ni picnic best hati. 😡,1
bruh Tari vaat samdi ne hasi avi gayi 🤣,2
wtf Aaj mausam suhana hai 😍 😂 #mood,1
Innu college nannayirunnu 😄,1
smh Had a great day today 😊 😭,1
Cinemata darun chhilo!,1
A community tho matladadam waste. 🙄 #funny,0
bruh Apni community leke chale jao yahan se.,0
Avanga varatha thadunga. Bad influence.  #lol,0
lol Class la nalla fun pannom.  #toxic,1
Avanga varatha thadunga. Bad influence. 😂,0
bro Cafe il poyi chaya kudichu ☕,1
Avarude samuham mosham aanallo. 🙄,0
Oder dekhe ekhane ashte ichhe kore na. 🙄 #lol,0
sis Oru vattam koodi kandupidikkanam ivide. 😠  #life,0
Majja avi gayi yaar 😍  #lol,1
bro Majja avi gayi yaar 😍  #lol,1
Tari vaat samdi ne hasi avi gayi 🤣,2
Un community ku inga edam illa.  #savage,0
bruh Tui akdom pagol naki?  #lol,2
smh Inko coffee tho chill 😎,1
smh Ane ena jivata hoy to problem che. 😂 #toxic,0
bruh Dost sathe garba karela 🎉,1
bruh Class la nalla fun pannom. 😭,1
That was dumb af bro 🙄,2
"lol Get out of here, nobody wants your kind.",0
Oder community er kono jayga nei ekhane.  #fail,0
Majja avi gayi yaar 😍,1
Avide karikal onnum venda. 🙄,0
smh Tu kitna pagal hai bro 😒 😤,2
Inka hona hi problem hai.  #mood,0
Pichhodu la undev 😠 😎 #toxic,2
A community tho matladadam waste. 💯 #toxic,0
omg Nee romba irritating da 🤬,2
bruh You're such a loser 😤,2
smh Ninna movie chala bagundhi. 🔥,1
Tane kai samajh pade che? 😤,2
Iniki lunch biriyani! 😋 🔥,1
Edo matladtunnadu pakkalo 😒,2
wtf Pichhodu la undev 😠 😎,2
Tum jaise log desh ke liye threat ho.,0
Kya faltu baatein kar raha hai 😑  #funny,2
idk Iniki lunch biriyani! 😋,1
Can't believe u said that. Idiot!,2
smh What a game! Loved it 🔥 🙄,1
That was dumb af bro 🙄,2
People like you are the worst. Disgusting.  #mood,0
Tui akdom pagol naki? 😂,2
Nee romba irritating da 🤬  #funny,2
Tu kitna pagal hai bro 😒,2
Cinemata darun chhilo! 😤,1
wtf Aaj mausam suhana hai 😍 😎,1
bro Oder dekhe ekhane ashte ichhe kore na.,0
Ane ena jivata hoy to problem che. 😭,0
idk Cinemata darun chhilo! 🙄,1
wtf Innu college nannayirunnu 😄  #fail,1
bruh Poyi valarnnu vaa da! 😒,2
Enna da pannra? Waste fellow! 🙄,2
"Avanga ellarum same thaan, useless. 💯",0
What a game! Loved it 🔥,1
Pichhodu la undev 😠 😤,2
Loosu madhiri pesatha!  #funny,2
Tari vaat samdi ne hasi avi gayi 🤣 😂,2
bruh Inka hona hi problem hai.  #fail,0
lol Tui akdom pagol naki?,2
wtf Class la nalla fun pannom. 👎,1
Kya faltu baatein kar raha hai 😑,2
Tor matha thik ache?,2
Majja avi gayi yaar 😍,1
bro Class la nalla fun pannom.,1
Cinemata darun chhilo!,1
omg Eda thettu parayanam!,2
Majja avi gayi yaar 😍  #mood,1
sis Tui akdom pagol naki? 🙄,2
bruh Tor matha thik ache? 👍 #mood,2
A community tho matladadam waste. 😎,0
Cafe il poyi chaya kudichu ☕ 😎,1
smh Loosu madhiri pesatha! 😭,2
bruh Facebook e ekta nice post dekhlam. 💯,1
Avanga varatha thadunga. Bad influence. 😂 #savage,0
Majja avi gayi yaar 😍 👎,1
lmao A community tho matladadam waste.,0
sis Tum jaise log desh ke liye threat ho. 💯,0
sis Tor matha thik ache? 😂,2
People like you are the worst. Disgusting. 😂,0
Tari vaat samdi ne hasi avi gayi 🤣,2
People like you are the worst. Disgusting. 💯 #funny,0
omg Ajke raat bhalo lagche 😌 😡,1
You're such a loser 😤,2
Cafe il poyi chaya kudichu ☕,1
Tari vaat samdi ne hasi avi gayi 🤣 😡,2
Bakwaas band kar idiot!,2
wtf Tari vaat samdi ne hasi avi gayi 🤣,2
Chilling with friends #goodvibes 😂,1
Dost sathe garba karela 🎉 🙄 #lol,1
lol People like you are the worst. Disgusting. 👍 #toxic,0
wtf Oder dekhe ekhane ashte ichhe kore na. 🔥,0
smh Majja avi gayi yaar 😍,1
Oru vattam koodi kandupidikkanam ivide. 😠  #funny,0
idk Cafe il poyi chaya kudichu ☕ 😂 #fail,1
omg Innu college nannayirunnu 😄 😤,1
Pichhodu la undev 😠  #lol,2
wtf Tui akdom pagol naki? 🔥,2
bro Friends tho hangout super ga undhi.,1
Poyi valarnnu vaa da! 😒 👎 #lol,2
Majja avi gayi yaar 😍  #savage,1
Loosu madhiri pesatha!,2
smh Doston ke saath masti kar raha hu! 👎,1
"idk Avanga ellarum same thaan, useless.",0
smh People like you are the worst. Disgusting. 👍 #lol,0
bruh Had a great day today 😊,1
Un community ku inga edam illa. 😤,0
Poyi valarnnu vaa da! 😒 🔥,2
omg Avi mentality waala loko kharab che.  #savage,0
Doston ke saath masti kar raha hu!  #lol,1
bro Inka hona hi problem hai. 🔥,0
Avanga varatha thadunga. Bad influence. 😡 #life,0
lmao Ane ena jivata hoy to problem che.,0
Nee brain unda?,2
wtf Faltu ma na bol ne!  #mood,2
Aaj mausam suhana hai 😍 👎,1
Tor matha thik ache? 😂 #mood,2
Tor matha thik ache? 😎,2
lmao Oder dekhe ekhane ashte ichhe kore na. 😡 #funny,0
sis Ane ena jivata hoy to problem che.,0
Avide karikal onnum venda. 👎 #lol,0
lol That was dumb af bro 🙄  #toxic,2
idk Majja avi gayi yaar 😍,1
lmao Vallaki place ledu ikkada. 🔥 #funny,0
bruh Nee romba irritating da 🤬,2
omg Tane kai samajh pade che? 😤 😂,2
smh Friends tho hangout super ga undhi. 😎,1
omg You're such a loser 😤 😭 #lol,2
Pichhodu la undev 😠 😤 #lol,2
bruh Un community ku inga edam illa.,0
Tui akdom pagol naki?,2
bro Class la nalla fun pannom. 😎,1
Oru vattam koodi kandupidikkanam ivide. 😠  #life,0
lol Oru vattam koodi kandupidikkanam ivide. 😠,0
smh A community tho matladadam waste.,0
That was dumb af bro 🙄  #mood,2
omg Dost sathe garba karela 🎉 🔥,1
Faltu ma na bol ne! 😂 #fail,2
Tum jaise log desh ke liye threat ho. 😭,0
omg Un community ku inga edam illa. 😭,0
wtf Friends tho hangout super ga undhi. 💯,1
omg Un community ku inga edam illa. 👍,0
sis Avarude samuham mosham aanallo.  #toxic,0
lmao Poyi valarnnu vaa da! 😒,2
omg Nee brain unda? 👍,2
idk Tari vaat samdi ne hasi avi gayi 🤣 🙄 #fail,2
Faltu ma na bol ne!,2
bruh Nee onnum ariyilla alle 😑,2
lmao Facebook e ekta nice post dekhlam.  #life,1
Aaj mausam suhana hai 😍 😭,1
lol Aaj mausam suhana hai 😍,1
Doston ke saath masti kar raha hu! 😭 #life,1
"Avanga ellarum same thaan, useless.  #mood",0
lmao Tari vaat samdi ne hasi avi gayi 🤣 😭 #life,2
smh Can't believe u said that. Idiot! 🙄,2
Avarude samuham mosham aanallo. 💯,0
Facebook e ekta nice post dekhlam.,1
Nee romba irritating da 🤬 😭,2
Vallaki place ledu ikkada.,0
bro A loko to desh ma j nahi joie.,0
This community should be banned!  #fail,0
wtf Oder dekhe ekhane ashte ichhe kore na. 😎,0
wtf Oder dekhe ekhane ashte ichhe kore na.,0
Tari vaat samdi ne hasi avi gayi 🤣 🔥,2
Aaj mausam suhana hai 😍  #fail,1
"omg Avanga ellarum same thaan, useless.  #mood",0
omg Inko coffee tho chill 😎,1
Nee brain unda?,2
smh Tum jaise log desh ke liye threat ho.,0
bro Oru vattam koodi kandupidikkanam ivide. 😠 🔥,0
"Get out of here, nobody wants your kind. 😎 #fail",0
bruh Ninna movie chala bagundhi.  #life,1
omg Apni community leke chale jao yahan se.,0
wtf People like you are the worst. Disgusting.  #fail,0
lol People like you are the worst. Disgusting. 😎,0
Avide karikal onnum venda.,0
Eda thettu parayanam!,2
idk Edo matladtunnadu pakkalo 😒 🙄,2
Can't believe u said that. Idiot! 💯,2
"bruh Get out of here, nobody wants your kind. 😎",0
Tane kai samajh pade che? 😤,2
Tu kitna pagal hai bro 😒 👍,2
What a game! Loved it 🔥,1
wtf Nee brain unda?,2
A community tho matladadam waste.,0
wtf A community tho matladadam waste.,0
A community tho matladadam waste. 🙄 #fail,0
Oder community er kono jayga nei ekhane. 🔥,0
Nalla rasam undayirunnu. 💯,1
Oru vattam koodi kandupidikkanam ivide. 😠,0
lmao What a game! Loved it 🔥 😤,1
Poyi valarnnu vaa da! 😒,2
lol Class la nalla fun pannom.,1
lmao Aayana laanti vaallu problem. 😡  #fail,0
lol Ajke raat bhalo lagche 😌,1
You're such a loser 😤,2
A community tho matladadam waste.,0
smh Cricket match mast tha!  #mood,1
wtf Doston ke saath masti kar raha hu!,1
That was dumb af bro 🙄 🙄,2
Vallaki place ledu ikkada. 😂,0
lmao This community should be banned! 💯 #toxic,0
"Get out of here, nobody wants your kind.  #toxic",0
sis Apni community leke chale jao yahan se.,0
Ane ena jivata hoy to problem che.  #toxic,0
Dost sathe garba karela 🎉 😎,1
smh Had a great day today 😊 😂,1
wtf Inko coffee tho chill 😎,1
lmao Loosu madhiri pesatha! 😡,2
Doston ke saath masti kar raha hu! 👎,1
smh Tu kitna pagal hai bro 😒 😎,2
lmao Nethu movie super da 😍 👍,1
Poyi valarnnu vaa da! 😒 😡,2
Friends tho hangout super ga undhi.  #lol,1
Ane ena jivata hoy to problem che.,0
bro Chilling with friends #goodvibes 👎 #toxic,1
Tor matha thik ache?,2
A community tho matladadam waste.  #lol,0
Cinemata darun chhilo! 😭,1
Eda thettu parayanam! 😡 #life,2
Nee brain unda? 🔥,2
Eda thettu parayanam!  #funny,2
idk A community tho matladadam waste.,0
Facebook e ekta nice post dekhlam. 😤 #lol,1
smh Oder community er kono jayga nei ekhane.  #lol,0
Ane ena jivata hoy to problem che. 🔥 #funny,0
Can't believe u said that. Idiot!  #funny,2
Tui akdom pagol naki? 💯 #mood,2
Nethu movie super da 😍 😭 #fail,1
idk Nee brain unda? 👍 #life,2
Friends tho hangout super ga undhi.,1
smh Avi mentality waala loko kharab che. 🔥,0
idk Bakwaas band kar idiot! 🙄,2
Bakwaas band kar idiot!  #fail,2
Ajke raat bhalo lagche 😌,1
sis Nee brain unda? 😭,2
Un community ku inga edam illa.  #life,0
lol Ane ena jivata hoy to problem che. 😤,0
Tari vaat samdi ne hasi avi gayi 🤣 👍,2
This community should be banned!  #fail,0
Avanga varatha thadunga. Bad influence. 👎,0
bro Kya faltu baatein kar raha hai 😑  #mood,2
Oru vattam koodi kandupidikkanam ivide. 😠,0
wtf Avide karikal onnum venda.,0
lol Inka hona hi problem hai. 😎,0
lol Nethu movie super da 😍  #savage,1
Avanga varatha thadunga. Bad influence.  #mood,0
Ninna movie chala bagundhi. 👎,1
Oru vattam koodi kandupidikkanam ivide. 😠 😎 #fail,0
sis Eda thettu parayanam! 😂 #lol,2
That was dumb af bro 🙄 😤 #mood,2
Enna da pannra? Waste fellow!,2
Facebook e ekta nice post dekhlam. 💯,1
Faltu ma na bol ne! 😎,2
wtf Tari vaat samdi ne hasi avi gayi 🤣 😭,2
What a game! Loved it 🔥 😭 #mood,1
lol Avarude samuham mosham aanallo. 😭,0
Ninna movie chala bagundhi.,1
College ni picnic best hati.,1
bro Bakwaas band kar idiot!,2
bruh Avarude samuham mosham aanallo. 🔥,0
sis Tari vaat samdi ne hasi avi gayi 🤣 👎 #mood,2
smh Inko coffee tho chill 😎 😭,1
smh Un community ku inga edam illa.,0
Nee onnum ariyilla alle 😑 😭,2
smh Cinemata darun chhilo! 💯,1
Avide karikal onnum venda.  #toxic,0
bruh Nee onnum ariyilla alle 😑,2
bruh Avanga varatha thadunga. Bad influence. 👍,0
Nalla rasam undayirunnu.  #mood,1
Cinemata darun chhilo! 💯,1
Cricket match mast tha!,1
College ni picnic best hati. 🙄,1
wtf You're such a loser 😤 😂,2
